paths                          , labels
data/Kitchen\kitchen_554.jpg   , Kitchen
data/Kitchen\kitchen_674.jpg   , Kitchen
data/Livingroom\living_856.jpg , Livingroom
data/Dinning\din_266.jpg       , Dinning
data/Bedroom\bed_895.jpg       , Bedroom
data/Livingroom\living_838.jpg , Livingroom
data/Livingroom\living_1327.jpg, Livingroom
data/Livingroom\living_1085.jpg, Livingroom
data/Bathroom\bath_527.jpg     , Bathroom
data/Bathroom\bath_254.jpg     , Bathroom
data/Kitchen\kitchen_587.jpg   , Kitchen
data/Bedroom\bed_475.jpg       , Bedroom
data/Livingroom\living_555.jpg , Livingroom
data/Kitchen\kitchen_890.jpg   , Kitchen
data/Kitchen\kitchen_552.jpg   , Kitchen
data/Bathroom\bath_49.jpg      , Bathroom
data/Dinning\din_991.jpg       , Dinning
data/Livingroom\living_779.jpg , Livingroom
data/Kitchen\kitchen_112.jpg   , Kitchen
data/Livingroom\living_840.jpg , Livingroom
data/Dinning\din_1568.jpg      , Dinning
data/Kitchen\kitchen_438.jpg   , Kitchen
data/Bedroom\bed_60.jpg        , Bedroom
data/Bathroom\bath_133.jpg     , Bathroom
data/Livingroom\living_146.jpg , Livingroom
data/Kitchen\kitchen_462.jpg   , Kitchen
data/Livingroom\living_1307.jpg, Livingroom
data/Livingroom\living_1354.jpg, Livingroom
data/Bedroom\bed_1349.jpg      , Bedroom
data/Bathroom\bath_1111.jpg    , Bathroom
data/Bedroom\bed_369.jpg       , Bedroom
data/Livingroom\living_1421.jpg, Livingroom
data/Dinning\din_1315.jpg      , Dinning
data/Bedroom\bed_667.jpg       , Bedroom
data/Bathroom\bath_1279.jpg    , Bathroom
data/Bathroom\bath_772.jpg     , Bathroom
data/Kitchen\kitchen_929.jpg   , Kitchen
data/Bedroom\bed_908.jpg       , Bedroom
data/Bedroom\bed_1150.jpg      , Bedroom
data/Bedroom\bed_929.jpg       , Bedroom
data/Dinning\din_637.jpg       , Dinning
data/Livingroom\living_1267.jpg, Livingroom
data/Bedroom\bed_467.jpg       , Bedroom
data/Livingroom\living_426.jpg , Livingroom
data/Dinning\din_804.jpg       , Dinning
data/Bathroom\bath_159.jpg     , Bathroom
data/Bedroom\bed_260.jpg       , Bedroom
data/Dinning\din_1239.jpg      , Dinning
data/Livingroom\living_148.jpg , Livingroom
data/Bathroom\bath_1270.jpg    , Bathroom
data/Livingroom\living_1147.jpg, Livingroom
data/Kitchen\kitchen_199.jpg   , Kitchen
data/Dinning\din_82.jpg        , Dinning
data/Kitchen\kitchen_743.jpg   , Kitchen
data/Bedroom\bed_520.jpg       , Bedroom
data/Livingroom\living_72.jpg  , Livingroom
data/Kitchen\kitchen_542.jpg   , Kitchen
data/Livingroom\living_478.jpg , Livingroom
data/Kitchen\kitchen_1014.jpg  , Kitchen
data/Dinning\din_948.jpg       , Dinning
data/Livingroom\living_315.jpg , Livingroom
data/Bedroom\bed_850.jpg       , Bedroom
data/Dinning\din_929.jpg       , Dinning
data/Bathroom\bath_731.jpg     , Bathroom
data/Bedroom\bed_1000.jpg      , Bedroom
data/Livingroom\living_20.jpg  , Livingroom
data/Dinning\din_1256.jpg      , Dinning
data/Livingroom\living_1075.jpg, Livingroom
data/Livingroom\living_1295.jpg, Livingroom
data/Bedroom\bed_764.jpg       , Bedroom
data/Livingroom\living_358.jpg , Livingroom
data/Bathroom\bath_1070.jpg    , Bathroom
data/Dinning\din_1275.jpg      , Dinning
data/Kitchen\kitchen_932.jpg   , Kitchen
data/Dinning\din_1383.jpg      , Dinning
data/Bathroom\bath_114.jpg     , Bathroom
data/Livingroom\living_123.jpg , Livingroom
data/Livingroom\living_930.jpg , Livingroom
data/Dinning\din_570.jpg       , Dinning
data/Kitchen\kitchen_1195.jpg  , Kitchen
data/Dinning\din_1259.jpg      , Dinning
data/Bathroom\bath_704.jpg     , Bathroom
data/Dinning\din_123.jpg       , Dinning
data/Dinning\din_410.jpg       , Dinning
data/Bedroom\bed_434.jpg       , Bedroom
data/Kitchen\kitchen_288.jpg   , Kitchen
data/Bedroom\bed_437.jpg       , Bedroom
data/Bathroom\bath_295.jpg     , Bathroom
data/Livingroom\living_1410.jpg, Livingroom
data/Dinning\din_489.jpg       , Dinning
data/Dinning\din_450.jpg       , Dinning
data/Kitchen\kitchen_1320.jpg  , Kitchen
data/Kitchen\kitchen_1200.jpg  , Kitchen
data/Kitchen\kitchen_97.jpg    , Kitchen
data/Dinning\din_701.jpg       , Dinning
data/Dinning\din_1295.jpg      , Dinning
data/Dinning\din_593.jpg       , Dinning
data/Dinning\din_694.jpg       , Dinning
data/Bedroom\bed_522.jpg       , Bedroom
data/Livingroom\living_828.jpg , Livingroom
data/Livingroom\living_717.jpg , Livingroom
data/Bedroom\bed_408.jpg       , Bedroom
data/Livingroom\living_9.jpg   , Livingroom
data/Bedroom\bed_697.jpg       , Bedroom
data/Kitchen\kitchen_1206.jpg  , Kitchen
data/Livingroom\living_678.jpg , Livingroom
data/Kitchen\kitchen_494.jpg   , Kitchen
data/Dinning\din_1079.jpg      , Dinning
data/Bathroom\bath_821.jpg     , Bathroom
data/Livingroom\living_1198.jpg, Livingroom
data/Bedroom\bed_441.jpg       , Bedroom
data/Bedroom\bed_1326.jpg      , Bedroom
data/Kitchen\kitchen_316.jpg   , Kitchen
data/Kitchen\kitchen_630.jpg   , Kitchen
data/Kitchen\kitchen_1164.jpg  , Kitchen
data/Dinning\din_1415.jpg      , Dinning
data/Bedroom\bed_1177.jpg      , Bedroom
data/Bedroom\bed_1353.jpg      , Bedroom
data/Bedroom\bed_1229.jpg      , Bedroom
data/Bathroom\bath_1292.jpg    , Bathroom
data/Livingroom\living_1004.jpg, Livingroom
data/Dinning\din_408.jpg       , Dinning
data/Livingroom\living_771.jpg , Livingroom
data/Bedroom\bed_444.jpg       , Bedroom
data/Livingroom\living_521.jpg , Livingroom
data/Livingroom\living_1411.jpg, Livingroom
data/Livingroom\living_624.jpg , Livingroom
data/Kitchen\kitchen_1342.jpg  , Kitchen
data/Kitchen\kitchen_1353.jpg  , Kitchen
data/Bathroom\bath_486.jpg     , Bathroom
data/Dinning\din_352.jpg       , Dinning
data/Livingroom\living_671.jpg , Livingroom
data/Bedroom\bed_124.jpg       , Bedroom
data/Kitchen\kitchen_1070.jpg  , Kitchen
data/Kitchen\kitchen_327.jpg   , Kitchen
data/Livingroom\living_574.jpg , Livingroom
data/Bathroom\bath_1092.jpg    , Bathroom
data/Livingroom\living_1089.jpg, Livingroom
data/Kitchen\kitchen_315.jpg   , Kitchen
data/Dinning\din_1057.jpg      , Dinning
data/Bedroom\bed_625.jpg       , Bedroom
data/Livingroom\living_1172.jpg, Livingroom
data/Kitchen\kitchen_161.jpg   , Kitchen
data/Bedroom\bed_1357.jpg      , Bedroom
data/Kitchen\kitchen_1334.jpg  , Kitchen
data/Dinning\din_1364.jpg      , Dinning
data/Kitchen\kitchen_1045.jpg  , Kitchen
data/Bedroom\bed_117.jpg       , Bedroom
data/Livingroom\living_693.jpg , Livingroom
data/Kitchen\kitchen_364.jpg   , Kitchen
data/Bathroom\bath_393.jpg     , Bathroom
data/Livingroom\living_939.jpg , Livingroom
data/Livingroom\living_423.jpg , Livingroom
data/Dinning\din_1577.jpg      , Dinning
data/Dinning\din_645.jpg       , Dinning
data/Dinning\din_1263.jpg      , Dinning
data/Kitchen\kitchen_234.jpg   , Kitchen
data/Bedroom\bed_1114.jpg      , Bedroom
data/Bedroom\bed_1361.jpg      , Bedroom
data/Livingroom\living_329.jpg , Livingroom
data/Dinning\din_1493.jpg      , Dinning
data/Bedroom\bed_140.jpg       , Bedroom
data/Kitchen\kitchen_1237.jpg  , Kitchen
data/Bedroom\bed_904.jpg       , Bedroom
data/Livingroom\living_1337.jpg, Livingroom
data/Bedroom\bed_867.jpg       , Bedroom
data/Bathroom\bath_531.jpg     , Bathroom
data/Kitchen\kitchen_640.jpg   , Kitchen
data/Livingroom\living_1260.jpg, Livingroom
data/Bedroom\bed_1077.jpg      , Bedroom
data/Kitchen\kitchen_290.jpg   , Kitchen
data/Bedroom\bed_1378.jpg      , Bedroom
data/Livingroom\living_715.jpg , Livingroom
data/Dinning\din_1422.jpg      , Dinning
data/Dinning\din_64.jpg        , Dinning
data/Livingroom\living_383.jpg , Livingroom
data/Kitchen\kitchen_465.jpg   , Kitchen
data/Dinning\din_1153.jpg      , Dinning
data/Livingroom\living_1143.jpg, Livingroom
data/Livingroom\living_1332.jpg, Livingroom
data/Livingroom\living_733.jpg , Livingroom
data/Kitchen\kitchen_5.jpg     , Kitchen
data/Livingroom\living_541.jpg , Livingroom
data/Livingroom\living_978.jpg , Livingroom
data/Livingroom\living_1356.jpg, Livingroom
data/Bathroom\bath_608.jpg     , Bathroom
data/Livingroom\living_333.jpg , Livingroom
data/Livingroom\living_544.jpg , Livingroom
data/Bathroom\bath_871.jpg     , Bathroom
data/Livingroom\living_648.jpg , Livingroom
data/Livingroom\living_1230.jpg, Livingroom
data/Kitchen\kitchen_383.jpg   , Kitchen
data/Bathroom\bath_180.jpg     , Bathroom
data/Bedroom\bed_466.jpg       , Bedroom
data/Kitchen\kitchen_377.jpg   , Kitchen
data/Dinning\din_633.jpg       , Dinning
data/Livingroom\living_1042.jpg, Livingroom
data/Dinning\din_1.jpg         , Dinning
data/Livingroom\living_444.jpg , Livingroom
data/Dinning\din_832.jpg       , Dinning
data/Kitchen\kitchen_1017.jpg  , Kitchen
data/Bedroom\bed_334.jpg       , Bedroom
data/Bedroom\bed_789.jpg       , Bedroom
data/Kitchen\kitchen_269.jpg   , Kitchen
data/Kitchen\kitchen_345.jpg   , Kitchen
data/Dinning\din_811.jpg       , Dinning
data/Bedroom\bed_937.jpg       , Bedroom
data/Kitchen\kitchen_770.jpg   , Kitchen
data/Kitchen\kitchen_204.jpg   , Kitchen
data/Kitchen\kitchen_203.jpg   , Kitchen
data/Kitchen\kitchen_418.jpg   , Kitchen
data/Livingroom\living_365.jpg , Livingroom
data/Kitchen\kitchen_313.jpg   , Kitchen
data/Bathroom\bath_991.jpg     , Bathroom
data/Kitchen\kitchen_1044.jpg  , Kitchen
data/Livingroom\living_319.jpg , Livingroom
data/Bathroom\bath_1235.jpg    , Bathroom
data/Kitchen\kitchen_867.jpg   , Kitchen
data/Dinning\din_910.jpg       , Dinning
data/Kitchen\kitchen_414.jpg   , Kitchen
data/Dinning\din_658.jpg       , Dinning
data/Bedroom\bed_1233.jpg      , Bedroom
data/Bedroom\bed_783.jpg       , Bedroom
data/Bedroom\bed_1395.jpg      , Bedroom
data/Kitchen\kitchen_1322.jpg  , Kitchen
data/Livingroom\living_97.jpg  , Livingroom
data/Dinning\din_1404.jpg      , Dinning
data/Livingroom\living_59.jpg  , Livingroom
data/Dinning\din_296.jpg       , Dinning
data/Bathroom\bath_566.jpg     , Bathroom
data/Dinning\din_166.jpg       , Dinning
data/Bathroom\bath_540.jpg     , Bathroom
data/Bedroom\bed_122.jpg       , Bedroom
data/Kitchen\kitchen_1228.jpg  , Kitchen
data/Livingroom\living_1395.jpg, Livingroom
data/Livingroom\living_798.jpg , Livingroom
data/Kitchen\kitchen_148.jpg   , Kitchen
data/Livingroom\living_113.jpg , Livingroom
data/Dinning\din_1310.jpg      , Dinning
data/Bedroom\bed_979.jpg       , Bedroom
data/Bedroom\bed_1198.jpg      , Bedroom
data/Livingroom\living_947.jpg , Livingroom
data/Dinning\din_588.jpg       , Dinning
data/Bathroom\bath_1173.jpg    , Bathroom
data/Livingroom\living_1243.jpg, Livingroom
data/Kitchen\kitchen_72.jpg    , Kitchen
data/Dinning\din_856.jpg       , Dinning
data/Dinning\din_194.jpg       , Dinning
data/Livingroom\living_1382.jpg, Livingroom
data/Livingroom\living_969.jpg , Livingroom
data/Kitchen\kitchen_1259.jpg  , Kitchen
data/Dinning\din_802.jpg       , Dinning
data/Dinning\din_884.jpg       , Dinning
data/Dinning\din_1010.jpg      , Dinning
data/Dinning\din_1000.jpg      , Dinning
data/Dinning\din_556.jpg       , Dinning
data/Dinning\din_1470.jpg      , Dinning
data/Dinning\din_1580.jpg      , Dinning
data/Bedroom\bed_1360.jpg      , Bedroom
data/Kitchen\kitchen_1057.jpg  , Kitchen
data/Bedroom\bed_244.jpg       , Bedroom
data/Dinning\din_485.jpg       , Dinning
data/Dinning\din_1424.jpg      , Dinning
data/Bathroom\bath_673.jpg     , Bathroom
data/Bedroom\bed_1334.jpg      , Bedroom
data/Bedroom\bed_383.jpg       , Bedroom
data/Bathroom\bath_768.jpg     , Bathroom
data/Dinning\din_1212.jpg      , Dinning
data/Bedroom\bed_330.jpg       , Bedroom
data/Dinning\din_532.jpg       , Dinning
data/Livingroom\living_819.jpg , Livingroom
data/Dinning\din_1133.jpg      , Dinning
data/Kitchen\kitchen_1114.jpg  , Kitchen
data/Livingroom\living_104.jpg , Livingroom
data/Dinning\din_1354.jpg      , Dinning
data/Kitchen\kitchen_620.jpg   , Kitchen
data/Dinning\din_1163.jpg      , Dinning
data/Livingroom\living_1056.jpg, Livingroom
data/Kitchen\kitchen_1042.jpg  , Kitchen
data/Bedroom\bed_376.jpg       , Bedroom
data/Dinning\din_1409.jpg      , Dinning
data/Dinning\din_639.jpg       , Dinning
data/Bedroom\bed_1402.jpg      , Bedroom
data/Dinning\din_1407.jpg      , Dinning
data/Kitchen\kitchen_727.jpg   , Kitchen
data/Kitchen\kitchen_497.jpg   , Kitchen
data/Bedroom\bed_450.jpg       , Bedroom
data/Dinning\din_1007.jpg      , Dinning
data/Dinning\din_1589.jpg      , Dinning
data/Dinning\din_301.jpg       , Dinning
data/Dinning\din_1336.jpg      , Dinning
data/Bedroom\bed_189.jpg       , Bedroom
data/Livingroom\living_96.jpg  , Livingroom
data/Livingroom\living_1245.jpg, Livingroom
data/Dinning\din_523.jpg       , Dinning
data/Bathroom\bath_1143.jpg    , Bathroom
data/Dinning\din_864.jpg       , Dinning
data/Bedroom\bed_447.jpg       , Bedroom
data/Livingroom\living_336.jpg , Livingroom
data/Bedroom\bed_1282.jpg      , Bedroom
data/Kitchen\kitchen_833.jpg   , Kitchen
data/Livingroom\living_785.jpg , Livingroom
data/Dinning\din_944.jpg       , Dinning
data/Kitchen\kitchen_238.jpg   , Kitchen
data/Dinning\din_432.jpg       , Dinning
data/Livingroom\living_896.jpg , Livingroom
data/Dinning\din_544.jpg       , Dinning
data/Kitchen\kitchen_413.jpg   , Kitchen
data/Bathroom\bath_588.jpg     , Bathroom
data/Dinning\din_1064.jpg      , Dinning
data/Livingroom\living_592.jpg , Livingroom
data/Livingroom\living_902.jpg , Livingroom
data/Livingroom\living_105.jpg , Livingroom
data/Bedroom\bed_746.jpg       , Bedroom
data/Bedroom\bed_242.jpg       , Bedroom
data/Kitchen\kitchen_607.jpg   , Kitchen
data/Kitchen\kitchen_36.jpg    , Kitchen
data/Livingroom\living_863.jpg , Livingroom
data/Dinning\din_935.jpg       , Dinning
data/Dinning\din_116.jpg       , Dinning
data/Livingroom\living_955.jpg , Livingroom
data/Livingroom\living_314.jpg , Livingroom
data/Dinning\din_203.jpg       , Dinning
data/Bedroom\bed_476.jpg       , Bedroom
data/Bathroom\bath_463.jpg     , Bathroom
data/Bedroom\bed_760.jpg       , Bedroom
data/Kitchen\kitchen_657.jpg   , Kitchen
data/Dinning\din_1240.jpg      , Dinning
data/Dinning\din_1445.jpg      , Dinning
data/Bedroom\bed_814.jpg       , Bedroom
data/Bathroom\bath_343.jpg     , Bathroom
data/Livingroom\living_716.jpg , Livingroom
data/Dinning\din_1216.jpg      , Dinning
data/Bedroom\bed_1313.jpg      , Bedroom
data/Kitchen\kitchen_701.jpg   , Kitchen
data/Dinning\din_1201.jpg      , Dinning
data/Livingroom\living_1251.jpg, Livingroom
data/Dinning\din_1075.jpg      , Dinning
data/Bedroom\bed_973.jpg       , Bedroom
data/Bedroom\bed_717.jpg       , Bedroom
data/Livingroom\living_155.jpg , Livingroom
data/Livingroom\living_366.jpg , Livingroom
data/Livingroom\living_1227.jpg, Livingroom
data/Bathroom\bath_274.jpg     , Bathroom
data/Bedroom\bed_1116.jpg      , Bedroom
data/Livingroom\living_460.jpg , Livingroom
data/Bedroom\bed_266.jpg       , Bedroom
data/Dinning\din_695.jpg       , Dinning
data/Bedroom\bed_1256.jpg      , Bedroom
data/Livingroom\living_131.jpg , Livingroom
data/Dinning\din_422.jpg       , Dinning
data/Dinning\din_900.jpg       , Dinning
data/Bathroom\bath_1217.jpg    , Bathroom
data/Bedroom\bed_1035.jpg      , Bedroom
data/Bathroom\bath_1003.jpg    , Bathroom
data/Livingroom\living_1190.jpg, Livingroom
data/Bathroom\bath_748.jpg     , Bathroom
data/Bathroom\bath_1005.jpg    , Bathroom
data/Bedroom\bed_1331.jpg      , Bedroom
data/Dinning\din_481.jpg       , Dinning
data/Livingroom\living_1347.jpg, Livingroom
data/Bedroom\bed_187.jpg       , Bedroom
data/Dinning\din_477.jpg       , Dinning
data/Bathroom\bath_300.jpg     , Bathroom
data/Bedroom\bed_284.jpg       , Bedroom
data/Dinning\din_825.jpg       , Dinning
data/Kitchen\kitchen_690.jpg   , Kitchen
data/Dinning\din_237.jpg       , Dinning
data/Kitchen\kitchen_396.jpg   , Kitchen
data/Kitchen\kitchen_276.jpg   , Kitchen
data/Dinning\din_44.jpg        , Dinning
data/Bedroom\bed_747.jpg       , Bedroom
data/Livingroom\living_829.jpg , Livingroom
data/Dinning\din_157.jpg       , Dinning
data/Dinning\din_635.jpg       , Dinning
data/Livingroom\living_37.jpg  , Livingroom
data/Bedroom\bed_445.jpg       , Bedroom
data/Kitchen\kitchen_310.jpg   , Kitchen
data/Kitchen\kitchen_79.jpg    , Kitchen
data/Livingroom\living_635.jpg , Livingroom
data/Dinning\din_181.jpg       , Dinning
data/Dinning\din_1139.jpg      , Dinning
data/Kitchen\kitchen_390.jpg   , Kitchen
data/Bedroom\bed_907.jpg       , Bedroom
data/Dinning\din_669.jpg       , Dinning
data/Livingroom\living_723.jpg , Livingroom
data/Dinning\din_33.jpg        , Dinning
data/Livingroom\living_1028.jpg, Livingroom
data/Bedroom\bed_637.jpg       , Bedroom
data/Livingroom\living_1225.jpg, Livingroom
data/Dinning\din_1360.jpg      , Dinning
data/Bedroom\bed_296.jpg       , Bedroom
data/Livingroom\living_855.jpg , Livingroom
data/Bathroom\bath_286.jpg     , Bathroom
data/Bathroom\bath_1127.jpg    , Bathroom
data/Bedroom\bed_745.jpg       , Bedroom
data/Kitchen\kitchen_1324.jpg  , Kitchen
data/Kitchen\kitchen_496.jpg   , Kitchen
data/Bathroom\bath_1234.jpg    , Bathroom
data/Bedroom\bed_428.jpg       , Bedroom
data/Dinning\din_114.jpg       , Dinning
data/Livingroom\living_492.jpg , Livingroom
data/Livingroom\living_457.jpg , Livingroom
data/Dinning\din_1257.jpg      , Dinning
data/Kitchen\kitchen_1077.jpg  , Kitchen
data/Livingroom\living_303.jpg , Livingroom
data/Kitchen\kitchen_173.jpg   , Kitchen
data/Livingroom\living_439.jpg , Livingroom
data/Dinning\din_733.jpg       , Dinning
data/Bedroom\bed_1330.jpg      , Bedroom
data/Bedroom\bed_79.jpg        , Bedroom
data/Bathroom\bath_568.jpg     , Bathroom
data/Kitchen\kitchen_1328.jpg  , Kitchen
data/Dinning\din_1320.jpg      , Dinning
data/Livingroom\living_1146.jpg, Livingroom
data/Bathroom\bath_853.jpg     , Bathroom
data/Bathroom\bath_1095.jpg    , Bathroom
data/Bedroom\bed_1029.jpg      , Bedroom
data/Bathroom\bath_418.jpg     , Bathroom
data/Dinning\din_7.jpg         , Dinning
data/Bedroom\bed_404.jpg       , Bedroom
data/Dinning\din_1234.jpg      , Dinning
data/Livingroom\living_171.jpg , Livingroom
data/Kitchen\kitchen_556.jpg   , Kitchen
data/Livingroom\living_1166.jpg, Livingroom
data/Dinning\din_839.jpg       , Dinning
data/Livingroom\living_1221.jpg, Livingroom
data/Dinning\din_1525.jpg      , Dinning
data/Dinning\din_1492.jpg      , Dinning
data/Dinning\din_1537.jpg      , Dinning
data/Bedroom\bed_898.jpg       , Bedroom
data/Dinning\din_1131.jpg      , Dinning
data/Livingroom\living_309.jpg , Livingroom
data/Kitchen\kitchen_1122.jpg  , Kitchen
data/Dinning\din_230.jpg       , Dinning
data/Bathroom\bath_847.jpg     , Bathroom
data/Kitchen\kitchen_899.jpg   , Kitchen
data/Kitchen\kitchen_1128.jpg  , Kitchen
data/Livingroom\living_1178.jpg, Livingroom
data/Dinning\din_1132.jpg      , Dinning
data/Bedroom\bed_1059.jpg      , Bedroom
data/Livingroom\living_1209.jpg, Livingroom
data/Bedroom\bed_1054.jpg      , Bedroom
data/Livingroom\living_294.jpg , Livingroom
data/Dinning\din_1039.jpg      , Dinning
data/Kitchen\kitchen_1305.jpg  , Kitchen
data/Bathroom\bath_384.jpg     , Bathroom
data/Bedroom\bed_862.jpg       , Bedroom
data/Dinning\din_922.jpg       , Dinning
data/Livingroom\living_194.jpg , Livingroom
data/Bedroom\bed_1311.jpg      , Bedroom
data/Livingroom\living_85.jpg  , Livingroom
data/Bedroom\bed_1160.jpg      , Bedroom
data/Dinning\din_1061.jpg      , Dinning
data/Livingroom\living_1065.jpg, Livingroom
data/Kitchen\kitchen_800.jpg   , Kitchen
data/Livingroom\living_1161.jpg, Livingroom
data/Kitchen\kitchen_797.jpg   , Kitchen
data/Livingroom\living_1322.jpg, Livingroom
data/Dinning\din_48.jpg        , Dinning
data/Livingroom\living_1185.jpg, Livingroom
data/Kitchen\kitchen_1018.jpg  , Kitchen
data/Kitchen\kitchen_473.jpg   , Kitchen
data/Dinning\din_775.jpg       , Dinning
data/Kitchen\kitchen_339.jpg   , Kitchen
data/Bathroom\bath_1256.jpg    , Bathroom
data/Dinning\din_1391.jpg      , Dinning
data/Dinning\din_1323.jpg      , Dinning
data/Kitchen\kitchen_1192.jpg  , Kitchen
data/Livingroom\living_33.jpg  , Livingroom
data/Livingroom\living_1278.jpg, Livingroom
data/Livingroom\living_1368.jpg, Livingroom
data/Bedroom\bed_465.jpg       , Bedroom
data/Dinning\din_1192.jpg      , Dinning
data/Livingroom\living_280.jpg , Livingroom
data/Dinning\din_340.jpg       , Dinning
data/Bedroom\bed_490.jpg       , Bedroom
data/Bedroom\bed_463.jpg       , Bedroom
data/Dinning\din_1353.jpg      , Dinning
data/Livingroom\living_269.jpg , Livingroom
data/Dinning\din_1317.jpg      , Dinning
data/Livingroom\living_1002.jpg, Livingroom
data/Bedroom\bed_380.jpg       , Bedroom
data/Kitchen\kitchen_1317.jpg  , Kitchen
data/Kitchen\kitchen_216.jpg   , Kitchen
data/Dinning\din_75.jpg        , Dinning
data/Bedroom\bed_994.jpg       , Bedroom
data/Kitchen\kitchen_1025.jpg  , Kitchen
data/Bathroom\bath_612.jpg     , Bathroom
data/Bathroom\bath_291.jpg     , Bathroom
data/Bedroom\bed_202.jpg       , Bedroom
data/Dinning\din_1148.jpg      , Dinning
data/Livingroom\living_1387.jpg, Livingroom
data/Kitchen\kitchen_980.jpg   , Kitchen
data/Bedroom\bed_1171.jpg      , Bedroom
data/Dinning\din_1370.jpg      , Dinning
data/Livingroom\living_272.jpg , Livingroom
data/Bedroom\bed_1060.jpg      , Bedroom
data/Bathroom\bath_324.jpg     , Bathroom
data/Bedroom\bed_718.jpg       , Bedroom
data/Kitchen\kitchen_271.jpg   , Kitchen
data/Dinning\din_1265.jpg      , Dinning
data/Bedroom\bed_969.jpg       , Bedroom
data/Livingroom\living_61.jpg  , Livingroom
data/Livingroom\living_283.jpg , Livingroom
data/Bedroom\bed_1107.jpg      , Bedroom
data/Livingroom\living_650.jpg , Livingroom
data/Dinning\din_1227.jpg      , Dinning
data/Livingroom\living_1199.jpg, Livingroom
data/Dinning\din_652.jpg       , Dinning
data/Livingroom\living_497.jpg , Livingroom
data/Bedroom\bed_601.jpg       , Bedroom
data/Bedroom\bed_81.jpg        , Bedroom
data/Dinning\din_687.jpg       , Dinning
data/Dinning\din_1167.jpg      , Dinning
data/Livingroom\living_311.jpg , Livingroom
data/Livingroom\living_361.jpg , Livingroom
data/Bathroom\bath_642.jpg     , Bathroom
data/Bathroom\bath_607.jpg     , Bathroom
data/Livingroom\living_468.jpg , Livingroom
data/Dinning\din_1355.jpg      , Dinning
data/Bedroom\bed_777.jpg       , Bedroom
data/Livingroom\living_561.jpg , Livingroom
data/Kitchen\kitchen_933.jpg   , Kitchen
data/Livingroom\living_118.jpg , Livingroom
data/Bathroom\bath_273.jpg     , Bathroom
data/Dinning\din_141.jpg       , Dinning
data/Kitchen\kitchen_1142.jpg  , Kitchen
data/Livingroom\living_206.jpg , Livingroom
data/Bedroom\bed_97.jpg        , Bedroom
data/Livingroom\living_576.jpg , Livingroom
data/Bedroom\bed_1200.jpg      , Bedroom
data/Dinning\din_83.jpg        , Dinning
data/Bathroom\bath_1011.jpg    , Bathroom
data/Dinning\din_1105.jpg      , Dinning
data/Bedroom\bed_983.jpg       , Bedroom
data/Bathroom\bath_339.jpg     , Bathroom
data/Livingroom\living_222.jpg , Livingroom
data/Livingroom\living_737.jpg , Livingroom
data/Bedroom\bed_724.jpg       , Bedroom
data/Dinning\din_933.jpg       , Dinning
data/Bedroom\bed_1336.jpg      , Bedroom
data/Livingroom\living_402.jpg , Livingroom
data/Dinning\din_376.jpg       , Dinning
data/Kitchen\kitchen_742.jpg   , Kitchen
data/Livingroom\living_1159.jpg, Livingroom
data/Dinning\din_713.jpg       , Dinning
data/Bathroom\bath_876.jpg     , Bathroom
data/Dinning\din_674.jpg       , Dinning
data/Livingroom\living_473.jpg , Livingroom
data/Livingroom\living_922.jpg , Livingroom
data/Bedroom\bed_27.jpg        , Bedroom
data/Livingroom\living_205.jpg , Livingroom
data/Bedroom\bed_1055.jpg      , Bedroom
data/Kitchen\kitchen_1004.jpg  , Kitchen
data/Bathroom\bath_558.jpg     , Bathroom
data/Dinning\din_774.jpg       , Dinning
data/Dinning\din_717.jpg       , Dinning
data/Bedroom\bed_486.jpg       , Bedroom
data/Bathroom\bath_753.jpg     , Bathroom
data/Dinning\din_625.jpg       , Dinning
data/Kitchen\kitchen_157.jpg   , Kitchen
data/Kitchen\kitchen_55.jpg    , Kitchen
data/Bedroom\bed_532.jpg       , Bedroom
data/Kitchen\kitchen_48.jpg    , Kitchen
data/Livingroom\living_462.jpg , Livingroom
data/Kitchen\kitchen_218.jpg   , Kitchen
data/Bedroom\bed_385.jpg       , Bedroom
data/Kitchen\kitchen_389.jpg   , Kitchen
data/Bedroom\bed_378.jpg       , Bedroom
data/Livingroom\living_809.jpg , Livingroom
data/Livingroom\living_132.jpg , Livingroom
data/Kitchen\kitchen_1325.jpg  , Kitchen
data/Dinning\din_906.jpg       , Dinning
data/Livingroom\living_1196.jpg, Livingroom
data/Bedroom\bed_998.jpg       , Bedroom
data/Livingroom\living_868.jpg , Livingroom
data/Dinning\din_1293.jpg      , Dinning
data/Bathroom\bath_125.jpg     , Bathroom
data/Bedroom\bed_134.jpg       , Bedroom
data/Bedroom\bed_123.jpg       , Bedroom
data/Livingroom\living_517.jpg , Livingroom
data/Bedroom\bed_673.jpg       , Bedroom
data/Bedroom\bed_342.jpg       , Bedroom
data/Bathroom\bath_806.jpg     , Bathroom
data/Livingroom\living_1305.jpg, Livingroom
data/Dinning\din_1161.jpg      , Dinning
data/Kitchen\kitchen_1060.jpg  , Kitchen
data/Dinning\din_1121.jpg      , Dinning
data/Bedroom\bed_519.jpg       , Bedroom
data/Bedroom\bed_1307.jpg      , Bedroom
data/Bathroom\bath_732.jpg     , Bathroom
data/Livingroom\living_615.jpg , Livingroom
data/Kitchen\kitchen_650.jpg   , Kitchen
data/Livingroom\living_597.jpg , Livingroom
data/Livingroom\living_1287.jpg, Livingroom
